base,inflected
aspergill,aspergills
aspergillum,aspergillums
asperity,asperities
aspermia,aspermias
asper,aspers
asperse,aspersed
asperser,aspersers
asperse,asperses
asperse,aspersing
aspersion,aspersions
aspersoir,aspersoirs
aspersorium,aspersoriums
aspersor,aspersors
asphalt,asphalted
asphalter,asphalters
asphalt,asphalting
asphaltite,asphaltites
asphalt,asphalts
asphaltum,asphaltums
asphodel,asphodels
asphyxiant,asphyxiants
asphyxia,asphyxias
asphyxiate,asphyxiated
asphyxiate,asphyxiates
asphyxiate,asphyxiating
asphyxiation,asphyxiations
asphyxiator,asphyxiators
asphyxy,asphyxies
aspic,aspics
aspidium,aspidia
aspidistra,aspidistras
aspirant,aspirants
aspirata,aspiratae
aspirate,aspirated
aspirate,aspirates
aspirate,aspirating
aspiration,aspirations
aspirator,aspirators
aspire,aspired
aspirer,aspirers
aspire,aspires
aspire,aspiring
aspirin,aspirins
aspis,aspises
asp,asps
asrama,asramas
assagai,assagais
assailableness,assailablenesses
assailant,assailants
assail,assailed
assailer,assailers
assail,assailing
assailment,assailments
assail,assails
assai,assais
assassinate,assassinated
assassinate,assassinates
assassinate,assassinating
assassination,assassinations
assassinator,assassinators
assault,assaulted
assault,assaulter
assaulter,assaulters
assault,assaulting
assaultiveness,assaultivenesses
assault,assaults
assay,assayed
assayer,assayers
assay,assaying
assaying,assayings
assay,assays
assegai,assegais
assemblage,assemblages
assemblagist,assemblagists
assemble,assembled
assembler,assemblers
assemble,assembles
assemble,assembling
assemblywoman,assemblywomen
assentation,assentations
assent,assented
assenter,assenters
assent,assenting
assentor,assentors
assent,assents
assert,asserted
asserter,asserters
assert,asserting
assertion,assertions
assertiveness,assertivenesses
assertor,assertors
assert,asserts
ass,asses
assess,assessed
assess,assesses
assess,assessing
assessment,assessments
assessor,assessors
assessorship,assessorships
asset,assets
asseverate,asseverated
asseverate,asseverates
asseverate,asseverating
asseveration,asseverations
asshole,assholes
assibilate,assibilated
assibilate,assibilates
assibilate,assibilating
assibilation,assibilations
assiduity,assiduities
assiduousness,assiduousnesses
assiento,assientos
assignability,assignabilities
assignation,assignations
assignat,assignats
assign,assigned
assignee,assignees
assigner,assigners
assign,assigning
assignment,assignments
assignor,assignors
assign,assigns
assimilability,assimilabilities
assimilate,assimilated
assimilate,assimilates
assimilate,assimilating
assimilationism,assimilationisms
assimilationist,assimilationists
assimilation,assimilations
assimilator,assimilators
assistance,assistances
assistant,assistants
assistantship,assistantships
assist,assisted
assister,assisters
assist,assisting
assistor,assistors
assist,assists
assizer,assizers
assize,assizes
associability,associabilities
associate,associated
associateship,associateships
associate,associating
associationism,associationisms
associationist,associationists
association,associations
associativity,associativities
assoil,assoiled
assoil,assoiling
assoilment,assoilments
assoil,assoils
assonance,assonances
assonant,assonants
assort,assorted
assorter,assorters
assort,assorting
assortment,assortments
assort,assorts
assuage,assuaged
assuagement,assuagements
assuager,assuagers
assuage,assuages
assuage,assuaging
assuefaction,assuefactions
assuetude,assuetudes
assumability,assumabilities
assume,assumed
assumer,assumers
assume,assumes
assume,assuming
assuming,assumings
assumpsit,assumpsits
assumptionist,assumptionists
assurance,assurances
assure,assured
assuredness,assurednesses
assured,assureds
assurer,assurers
assure,assures
assurgency,assurgencies
assure,assuring
assuror,assurors
assythment,assythments
astasia,astasias
astaticism,astaticisms
astatine,astatines
asteria,asterias
asterisk,asterisked
asterisk,asterisking
asterisk,asterisks
asterism,asterisms
asteroid,asteroids
aster,asters
asthenia,asthenias
asthenic,asthenics
astheny,asthenies
asthenopia,asthenopias
asthenosphere,asthenospheres
asthma,asthmas
asthmatic,asthmatics
asthore,asthores
astigmatism,astigmatisms
astigmia,astigmias
astilbe,astilbes
astonish,astonished
astonish,astonishes
astonish,astonishing
astonishment,astonishments
astound,astounded
astound,astounding
astound,astounds
astragalus,astragali
astragal,astragals
astragalus,astragaluses
astral,astrals
astriction,astrictions
astringency,astringencies
astringent,astringents
astringer,astringers
astrobiology,astrobiologies
astrobiologist,astrobiologists
astrobleme,astroblemes
astrochemistry,astrochemistries
astrochemist,astrochemists
astrocompass,astrocompasses
astrocyte,astrocytes
astrocytoma,astrocytomas
astrodome,astrodomes
astrodynamic,astrodynamics
astrogeology,astrogeologies
astrogeologist,astrogeologists
astroid,astroids
astrolabe,astrolabes
astrologer,astrologers
astrology,astrologies
astrologist,astrologists
astrometry,astrometries
astronautic,astronautics
astronaut,astronauts
astronavigation,astronavigations
astronavigator,astronavigators
astronomer,astronomers
astronomy,astronomies
astrophel,astrophels
astrophotographer,astrophotographers
astrophotography,astrophotographies
astrophotograph,astrophotographs
astrophysicist,astrophysicists
astrosphere,astrospheres
astuteness,astutenesses
astute,astuter
astute,astutest
asura,asuras
asylum-seeker,asylum-seekers
asylum,asylums
asymmetry,asymmetries
asymptote,asymptotes
asynapsis,asynapses
asynartete,asynartetes
asynchrony,asynchronies
asynchronism,asynchronisms
asyndeton,asyndetons
asynergy,asynergies
asystole,asystoles
atabal,atabals
atabeg,atabegs
atabek,atabeks
ataghan,ataghans
atalaya,atalayas
ataman,atamans
atamasco,atamascos
atap,ataps
ataractic,ataractics
ataraxia,ataraxias
ataraxic,ataraxics
ataraxy,ataraxies
atar,atars
atavism,atavisms
atavist,atavists
ataxia,ataxias
ataxic,ataxics
ataxy,ataxies
eat,ate
atelectasis,atelectases
atelier,ateliers
atemoya,atemoyas
atenolol,atenolols
ate,ates
athanasy,athanasies
athanor,athanors
atheism,atheisms
atheist,atheists
atheling,athelings
athenaeum,athenaeums
atheneum,atheneums
atherine,atherines
athermancy,athermancies
atherogenesis,atherogeneses
atherogenicity,atherogenicities
atheroma,atheromas
atheromatosis,atheromatoses
atherosclerosis,atheroscleroses
athetoid,athetoids
athetosis,athetoses
athlete,athletes
athleticism,athleticisms
athletic,athletics
athodyd,athodyds
athrocyte,athrocytes
athrocytosis,athrocytoses
athwartship,athwartships
atlas,atlantes
atlatl,atlatls
atma,atmas
atmologist,atmologists
atmolysis,atmolyses
atmometer,atmometers
atmosphere,atmospheres
atmospheric,atmospherics
atoc,atocs
atoke,atokes
atok,atoks
atoll,atolls
atomicity,atomicities
atomic,atomics
atomy,atomies
atomisation,atomisations
atomise,atomised
atomiser,atomisers
atomise,atomises
atomise,atomising
atomism,atomisms
atomist,atomists
atomization,atomizations
atomize,atomized
atomizer,atomizers
atomize,atomizes
atomize,atomizing
atom,atoms
atonalism,atonalisms
atonalist,atonalists
atonality,atonalities
atone,atoned
atonement,atonements
atoner,atoners
atone,atones
atonia,atonias
atonicity,atonicities
atonic,atonics
atony,atonies
atone,atoning
atopy,atopies
atrabiliousness,atrabiliousnesses
atrament,atraments
atrazine,atrazines
atresia,atresias
atrium,atria
atrium,atriums
atrociousness,atrociousnesses
atrocity,atrocities
atrophia,atrophias
atrophy,atrophied
atrophy,atrophies
atrophy,atrophying
atropine,atropines
atropin,atropins
atropism,atropisms
attaboy,attaboys
attach,attached
attacher,attachers
attache,attaches
attach,attaches
attach,attaching
attachment,attachments
attack,attacked
attack,attacker
attacker,attackers
attack,attacking
attackman,attackmen
attack,attacks
attainability,attainabilities
attainableness,attainablenesses
attainder,attainders
attain,attained
attainer,attainers
attain,attaining
attainment,attainments
attain,attains
attaint,attainted
attaint,attainting
attaintment,attaintments
attaint,attaints
attainture,attaintures
attar,attars
attelet,attelets
attemper,attempered
attemper,attempering
attemper,attempers
attempt,attempted
attempter,attempters
attempt,attempting
attempt,attempts
attendance,attendances
attendant,attendants
attend,attended
attendee,attendees
attender,attenders
attend,attending
attending,attendings
attendment,attendments
attend,attends
attentat,attentats
attention,attentions
attentiveness,attentivenesses
attenuant,attenuants
attenuate,attenuated
attenuate,attenuates
attenuate,attenuating
attenuation,attenuations
attenuator,attenuators
attercop,attercops
attestant,attestants
attestation,attestations
attest,attested
attester,attesters
attest,attesting
attestor,attestors
attest,attests
atticist,atticists
attic,attics
attire,attired
attirement,attirements
attire,attires
attire,attiring
attiring,attirings
attitude,attitudes
attitudinarian,attitudinarians
attitudinise,attitudinised
attitudiniser,attitudinisers
attitudinise,attitudinises
attitudinise,attitudinising
attitudinize,attitudinized
attitudinizer,attitudinizers
attitudinize,attitudinizes
attitudinize,attitudinizing
attollent,attollents
attorn,attorned
attorney,attorneys
attorneyship,attorneyships
attorn,attorning
attornment,attornments
attorn,attorns
attractance,attractances
attractancy,attractancies
attractant,attractants
attract,attracted
attracter,attracters
attract,attracting
attraction,attractions
attractiveness,attractivenesses
attractor,attractors
attract,attracts
attrahent,attrahents
attribute,attributed
attributer,attributers
attribute,attributes
attribute,attributing
attribution,attributions
attributiveness,attributivenesses
attributive,attributives
attributor,attributors
attrition,attritions
attune,attuned
attunement,attunements
attune,attunes
attune,attuning
atweel,atweels
atypicality,atypicalities
aubade,aubades
auberge,auberges
aubergine,aubergines
aubergiste,aubergistes
aubretia,aubretias
aubrieta,aubrietas
aubrietia,aubrietias
auburn,auburns
auction,auctioned
auctioneer,auctioneered
auctioneer,auctioneering
auctioneer,auctioneers
auction,auctioning
auction,auctions
aucuba,aucubas
audaciousness,audaciousnesses
audacity,audacities
audad,audads
audibility,audibilities
audibleness,audiblenesses
audible,audibles
audience,audiences
audient,audients
audile,audiles
auding,audings
audiobook,audiobooks
audiocassette,audiocassettes
audiogram,audiograms
audiology,audiologies
audiologist,audiologists
audiometer,audiometers
audiometry,audiometries
audiophile,audiophiles
audio,audios
audiotape,audiotapes
audiotypist,audiotypists
audiovisual,audiovisuals
audiphone,audiphones
audit,audited
auditee,auditees
audit,auditing
audition,auditioned
audition,auditioning
audition,auditions
auditive,auditives
auditorium,auditoria
auditorium,auditoriums
auditor,auditors
auditorship,auditorships
auditress,auditresses
audit,audits
auf,aufs
augend,augends
auger,augers
aught,aughts
augite,augites
augmentation,augmentations
augment,augmented
augmenter,augmenters
augment,augmenting
augmentor,augmentors
augment,augments
augur,augured
augurer,augurers
augury,auguries
augur,auguring
augur,augurs
augurship,augurships
auguste,auguster
august,auguster
auguste,augustest
august,augustest
augustness,augustnesses
auklet,auklets
auk,auks
aula,aulas
auld,aulder
auld,auldest
aumbry,aumbries
aumil,aumils
aune,aunes
aunthood,aunthoods
auntie,aunties
aunty,aunties
auntly,auntlier
auntly,auntliest
aunt,aunts
aura,aurae
aura,auras
aurate,aurates
aureus,aurei
aurelia,aurelias
aureola,aureolae
aureola,aureolas
aureole,aureoles
auris,aures
auricle,auricles
auricula,auriculas
aurify,aurified
aurify,aurifies
aurify,aurifying
auriscope,auriscopes
aurist,aurists
aurochs,aurochses
aurora,aurorae
aurora,auroras
aurum,aurums
auscultate,auscultated
auscultate,auscultates
auscultate,auscultating
auscultation,auscultations
auscultator,auscultators
auslander,auslanders
auslese,ausleses
auspicate,auspicated
auspicate,auspicates
auspicate,auspicating
auspice,auspices
auspex,auspices
auspiciousness,auspiciousnesses
austenite,austenites
austereness,austerenesses
austere,austerer
austere,austerest
austerity,austerities
australopithecine,australopithecines
austringer,austringers
ausubo,ausubos
autacoid,autacoids
autarchy,autarchies
autarchist,autarchists
autarch,autarchs
autarky,autarkies
autarkist,autarkists
autecism,autecisms
autecology,autecologies
auteurism,auteurisms
auteurist,auteurists
auteur,auteurs
authenticate,authenticated
authenticate,authenticates
authenticate,authenticating
authentication,authentications
authenticator,authenticators
authenticity,authenticities
author,authored
authoress,authoresses
author,authoring
authoring,authorings
authorisation,authorisations
authorise,authorised
authorise,authorises
authorise,authorising
authoritarianism,authoritarianisms
authoritarian,authoritarians
authoritativeness,authoritativenesses
authority,authorities
authorization,authorizations
authorize,authorized
authorizer,authorizers
authorize,authorizes
authorize,authorizing
author,authors
authorship,authorships
autism,autisms
autistic,autistics
autist,autists
autoantibody,autoantibodies
autobahn,autobahnen
autobiographer,autobiographers
autobiography,autobiographies
autobus,autobuses
autobus,autobusses
autocade,autocades
autocar,autocars
autocatalysis,autocatalyses
autocephaly,autocephalies
autochanger,autochangers
autochthony,autochthonies
autochthonism,autochthonisms
autochthon,autochthons
autocide,autocides
autoclave,autoclaved
autoclave,autoclaves
autoclave,autoclaving
autocoid,autocoids
autocorrelation,autocorrelations
autocracy,autocracies
autocrat,autocrats
autocross,autocrosses
autocue,autocues
autocycle,autocycles
autodial,autodials
autodidact,autodidacts
autodyne,autodynes
autoecism,autoecisms
autoeroticism,autoeroticisms
autoerotism,autoerotisms
autofocus,autofocuses
autogamy,autogamies
autogenesis,autogeneses
autogenic,autogenics
autogeny,autogenies
autogiro,autogiros
autograft,autografts
autograph,autographed
autography,autographies
autograph,autographing
autograph,autographs
autogyro,autogyros
autohypnosis,autohypnoses
autoimmunity,autoimmunities
autoimmunization,autoimmunizations
autoinfection,autoinfections
autoinoculation,autoinoculations
autointoxication,autointoxications
autoloader,autoloaders
autolysate,autolysates
autolysis,autolyses
autolysin,autolysins
autolyzate,autolyzates
automaker,automakers
automaton,automata
automate,automated
automate,automates
automaticity,automaticities
automatic,automatics
automate,automating
automation,automations
automatise,automatised
automatise,automatises
automatise,automatising
automatism,automatisms
automatist,automatists
automatization,automatizations
automatize,automatized
automatize,automatizes
automatize,automatizing
automaton,automatons
automan,automen
automobile,automobiled
automobile,automobiles
automobile,automobiling
automobilist,automobilists
automobility,automobilities
automorphism,automorphisms
autonomic,autonomics
autonomy,autonomies
autonomist,autonomists
autonym,autonyms
autopen,autopens
autophoby,autophobies
autophony,autophonies
autophyte,autophytes
autopilot,autopilots
autopista,autopistas
autoplasty,autoplasties
autopoint,autopoints
autopolyploidy,autopolyploidies
autopolyploid,autopolyploids
autopsy,autopsied
autopsy,autopsies
autopsist,autopsists
autopsy,autopsying
autoradiogram,autoradiograms
autoradiography,autoradiographies
autoradiograph,autoradiographs
autorickshaw,autorickshaws
